EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
496000,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 09:00:00 PM,07/03/2019 05:27:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","36 STREET between 2 AVENUE and 3 AVENUE,  37 STREET between 2 AVENUE and 3 AVENUE,  2 AVENUE between 34 STREET and 39 STREET",Brooklyn,7,72,Television,Episodic series,United States of America,11232
495993,Shooting Permit,07/07/2019 06:00:00 AM,07/07/2019 09:00:00 PM,07/03/2019 04:51:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  154 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  153 STREET and WEST  155 STREET,  ST NICHOLAS AVENUE between WEST  152 STREET and WEST  153 STREET,  WEST  153 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,  AMSTERDAM AVENUE between WEST  153 STREET and WEST  154 STREET,  CONVENT AVENUE between WEST  151 STREET and WEST  152 STREET,  WEST  151 STREET between CONVENT AVENUE and ST NICHOLAS AVENUE,  WEST  155 STREET between AMSTERDAM AVENUE and BROADWAY,  WEST  155 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,  AMSTERDAM AVENUE between WEST  154 STREET and WEST  155 STREET,  ST NICHOLAS AVENUE between WEST  150 STREET and WEST  151 STREET",Manhattan,"12, 9","30, 33",Film,Feature,United States of America,"10031, 10032"
495990,Shooting Permit,07/10/2019 05:00:00 AM,07/10/2019 02:00:00 PM,07/03/2019 04:43:11 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   58 STREET between 6 AVENUE and 5 AVENUE,Manhattan,5,18,Television,Reality,United States of America,10019
495986,Shooting Permit,07/08/2019 07:00:00 AM,07/08/2019 09:00:00 PM,07/03/2019 04:29:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","BILLOP AVENUE between BRIGHTON STREET and MAIN STREET,  SWINNERTON STREET between CLERMONT AVENUE and BILLOP AVENUE,  MANHATTAN STREET between BILLOP AVENUE and DEAD END,  SWINNERTON STREET between AMBOY ROAD and PITTSVILLE AVENUE",Staten Island,3,123,Film,Feature,United States of America,10307
495983,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 09:00:00 PM,07/03/2019 04:23:08 PM,"Mayor's Office of Film, Theatre & Broadcasting",CLERMONT AVENUE between DEKALB AVENUE and LAFAYETTE AVENUE,Brooklyn,2,88,Film,Short,United States of America,11205
495974,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 11:00:00 PM,07/03/2019 04:05:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK SOUTH between COLUMBUS CIRCLE and 6 AVENUE,  AVENUE OF THE AMERICAS between WEST   57 STREET and CENTRAL PARK SOUTH,  WEST   58 STREET between 6 AVENUE and 5 AVENUE",Manhattan,"5, 64","18, 22",Television,Not Applicable,United States of America,10019
495972,Shooting Permit,07/08/2019 07:00:00 AM,07/08/2019 08:00:00 PM,07/03/2019 04:01:05 PM,"Mayor's Office of Film, Theatre & Broadcasting",EASTERN PARKWAY between BEDFORD AVENUE and FRANKLIN AVENUE,Brooklyn,"8, 9","71, 77",Film,Short,United States of America,"11216, 11225"
495969,Shooting Permit,07/08/2019 07:00:00 AM,07/08/2019 11:00:00 PM,07/03/2019 03:54:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK SOUTH between COLUMBUS CIRCLE and 6 AVENUE,  AVENUE OF THE AMERICAS between WEST   57 STREET and CENTRAL PARK SOUTH,  WEST   58 STREET between 6 AVENUE and 5 AVENUE",Manhattan,"5, 64","18, 22",Television,Not Applicable,United States of America,10019
495968,Shooting Permit,07/07/2019 03:00:00 AM,07/07/2019 12:00:00 PM,07/03/2019 03:52:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
495966,Shooting Permit,07/06/2019 04:00:00 AM,07/06/2019 11:00:00 AM,07/03/2019 03:45:19 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
495953,Shooting Permit,07/09/2019 10:00:00 AM,07/10/2019 12:00:00 AM,07/03/2019 03:14:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","WATER STREET between HANOVER SQUARE and WALL STREET,  HANOVER SQUARE between PEARL STREET and WATER STREET,  WALL STREET between PEARL STREET and WATER STREET,  PEARL STREET between HANOVER SQUARE and MAIDEN LANE,  BROADWAY between EAST   23 STREET and EAST   21 STREET,  EAST   22 STREET between PARK AVENUE SOUTH and BROADWAY,  EAST   21 STREET between PARK AVENUE SOUTH and BROADWAY",Manhattan,"1, 5","1, 13",Television,Cable-episodic,United States of America,"10004, 10005, 10010"
495944,Shooting Permit,07/09/2019 11:00:00 AM,07/10/2019 01:00:00 AM,07/03/2019 02:58:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  145 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  142 STREET and WEST  145 STREET,  WEST  144 STREET between AMSTERDAM AVENUE and HAMILTON TERRACE,  CONVENT AVENUE between WEST  143 STREET and WEST  145 STREET,  ST NICHOLAS AVENUE between WEST  145 STREET and WEST  141 STREET,  WEST  143 STREET between AMSTERDAM AVENUE and CONVENT AVENUE",Manhattan,9,30,Television,Episodic series,United States of America,"10030, 10031"
495933,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 11:00:00 PM,07/03/2019 02:41:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
495931,Shooting Permit,07/09/2019 06:00:00 AM,07/09/2019 08:00:00 PM,07/03/2019 02:39:14 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  240 STREET and WEST  242 STREET,  WEST  237 STREET between INDEPENDENCE AVENUE and BLACKSTONE AVENUE",Bronx,"26, 8",50,WEB,Not Applicable,United States of America,"10463, 10471"
495920,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 03:00:00 PM,07/03/2019 02:12:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","WASHINGTON STREET between PROSPECT STREET and FRONT STREET,  CENTRAL PARK WEST between WEST   72 STREET and WEST   75 STREET",Manhattan,"1, 2, 3, 5, 64, 7","1, 18, 20, 22, 5, 84",Television,Reality,United States of America,"00083, 10002, 10012, 10023, 10036, 10038, 11201"
495917,Shooting Permit,07/09/2019 09:30:00 AM,07/10/2019 03:00:00 AM,07/03/2019 02:03:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   23 STREET between 8 AVENUE and 7 AVENUE,  8 AVENUE between WEST   23 STREET and WEST   22 STREET,  WEST   23 STREET between 7 AVENUE and 6 AVENUE,  EAST   47 STREET between PARK AVENUE and 3 AVENUE,  EAST   47 STREET between 3 AVENUE and 2 AVENUE,  3 AVENUE between EAST   48 STREET and EAST   46 STREET,  LEXINGTON AVENUE between EAST   47 STREET and EAST   45 STREET,  EAST   46 STREET between LEXINGTON AVENUE and 2 AVENUE,  3 AVENUE between EAST   47 STREET and EAST   45 STREET,  EAST   46 STREET between 3 AVENUE and 2 AVENUE",Manhattan,"4, 5, 6","10, 13, 17, 18",Television,Episodic series,United States of America,"10011, 10017"
495915,Shooting Permit,07/09/2019 03:00:00 PM,07/09/2019 08:00:00 PM,07/03/2019 02:01:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST   22 STREET and WEST   23 STREET,  10 AVENUE between WEST   22 STREET and WEST   23 STREET,  WEST   22 STREET between 9 AVENUE and 10 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10011
495906,Shooting Permit,07/11/2019 06:00:00 AM,07/11/2019 10:00:00 PM,07/03/2019 01:29:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST LOOP ROAD between NORTH LOOP ROAD and SOUTH LOOP ROAD,  SOUTH LOOP ROAD between WEST LOOP ROAD and EAST LOOP ROAD,  WEST LOOP ROAD between MAIN STREET and SOUTH LOOP ROAD",Manhattan,8,114,Film,Feature,United States of America,10044
495899,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 10:00:00 PM,07/03/2019 01:21:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  162 STREET and WEST  165 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
495898,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 11:00:00 PM,07/03/2019 01:20:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST LOOP ROAD between NORTH LOOP ROAD and SOUTH LOOP ROAD,  SOUTH LOOP ROAD between WEST LOOP ROAD and EAST LOOP ROAD,  WEST LOOP ROAD between MAIN STREET and SOUTH LOOP ROAD",Manhattan,8,114,Film,Feature,United States of America,10044
495887,Shooting Permit,07/09/2019 06:00:00 AM,07/09/2019 08:30:00 PM,07/03/2019 12:48:43 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST LOOP ROAD between NORTH LOOP ROAD and SOUTH LOOP ROAD,  SOUTH LOOP ROAD between WEST LOOP ROAD and EAST LOOP ROAD,  WEST LOOP ROAD between SOUTH LOOP ROAD and MAIN STREET",Manhattan,8,114,Film,Feature,United States of America,10044
495866,Shooting Permit,07/05/2019 06:00:00 AM,07/05/2019 09:00:00 PM,07/03/2019 11:59:00 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE,  AMSTERDAM AVENUE between WEST  172 STREET and WEST  174 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
495854,Shooting Permit,07/04/2019 12:00:00 AM,07/04/2019 09:45:00 AM,07/03/2019 11:30:09 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
495849,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 07:00:00 PM,07/03/2019 11:23:40 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 7 AVENUE and 6 AVENUE,Manhattan,4,13,Still Photography,Not Applicable,United States of America,10011
495843,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 07:00:00 PM,07/03/2019 11:19:36 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   24 STREET between 7 AVENUE and 6 AVENUE,Manhattan,4,13,Still Photography,Not Applicable,United States of America,10011
495833,Shooting Permit,07/05/2019 10:00:00 AM,07/06/2019 04:00:00 AM,07/03/2019 10:49:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","LIBERTY STREET between BROADWAY and NASSAU STREET,  NASSAU STREET between LIBERTY STREET and PINE STREET,  PINE STREET between BROADWAY and WILLIAM STREET,  MAIDEN LANE between GOLD STREET and FRONT STREET,  MAIDEN LANE between PEARL STREET and WATER STREET,  WATER STREET between JOHN STREET and PINE STREET,  LIBERTY STREET between NASSAU STREET and WILLIAM STREET,  EAST HOUSTON STREET between CLINTON STREET and COLUMBIA STREET,  STANTON STREET between SUFFOLK STREET and PITT STREET,  ATTORNEY STREET between EAST HOUSTON STREET and STANTON STREET,  CLINTON STREET between STANTON STREET and RIVINGTON STREET,  CLINTON STREET between RIVINGTON STREET and DELANCEY STREET,  RIVINGTON STREET between SUFFOLK STREET and RIDGE STREET,  PITT STREET between EAST HOUSTON STREET and STANTON STREET,  COLUMBIA STREET between EAST HOUSTON STREET and STANTON STREET",Manhattan,"1, 3","1, 7, 9",Television,Episodic series,United States of America,"10002, 10005, 10009, 10038, 10045"
495820,Shooting Permit,07/08/2019 04:00:00 PM,07/08/2019 11:00:00 PM,07/03/2019 10:09:13 AM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRAL PARK WEST between WEST   72 STREET and WEST   69 STREET,Manhattan,"64, 7","20, 22",Television,Cable-episodic,United States of America,"00083, 10023"
495815,Shooting Permit,07/08/2019 09:00:00 AM,07/08/2019 11:00:00 PM,07/03/2019 09:54:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   48 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   49 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   52 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST   48 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   51 STREET between PARK AVENUE and LEXINGTON AVENUE",Manhattan,"5, 6","17, 18",Television,Cable-episodic,United States of America,"10017, 10022"
495812,Rigging Permit,07/06/2019 06:00:00 AM,07/06/2019 07:00:00 PM,07/03/2019 09:43:12 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
495793,Shooting Permit,07/11/2019 03:00:00 AM,07/11/2019 10:00:00 AM,07/03/2019 08:53:33 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
495743,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 11:00:00 PM,07/02/2019 08:57:50 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   28 STREET between BROADWAY and 5 AVENUE,Manhattan,5,"13, 14",Still Photography,Not Applicable,United States of America,10001
495724,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 10:00:00 PM,07/02/2019 05:53:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","PROVOST STREET between KENT STREET and GREEN STREET,  GREENPOINT AVENUE between NEWEL STREET and JEWEL STREET,  JEWEL STREET between GREENPOINT AVENUE and CALYER STREET,  CALYER STREET between NEWEL STREET and JEWEL STREET,  NEWEL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH   10 STREET between WYTHE AVENUE and BERRY STREET,  BEDFORD AVENUE between NORTH   12 STREET and LORIMER STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,"11222, 11249"
495690,Shooting Permit,07/08/2019 07:00:00 AM,07/08/2019 09:00:00 PM,07/02/2019 04:16:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  EAST  140 STREET between 3 AVENUE and ALEXANDER AVENUE,  3 AVENUE between EAST  140 STREET and EAST  141 STREET,  ALEXANDER AVENUE between EAST  140 STREET and EAST  141 STREET",Bronx,1,40,Television,Episodic series,United States of America,"10451, 10454"
495684,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 08:00:00 PM,07/02/2019 04:11:09 PM,"Mayor's Office of Film, Theatre & Broadcasting",STRATFORD ROAD between BEVERLY ROAD and SLOCUM PLACE,Brooklyn,14,70,Still Photography,Not Applicable,United States of America,11218
495669,Theater Load in and Load Outs,07/17/2019 12:01:00 AM,07/19/2019 06:00:00 AM,07/02/2019 03:35:09 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020"
495656,Theater Load in and Load Outs,07/13/2019 12:01:00 AM,07/14/2019 06:00:00 AM,07/02/2019 03:01:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
495643,Shooting Permit,07/11/2019 10:00:00 AM,07/12/2019 12:00:00 AM,07/02/2019 02:33:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","WESTMINSTER ROAD between DITMAS AVENUE and DORCHESTER ROAD,  DORCHESTER ROAD between CONEY ISLAND AVENUE and ARGYLE ROAD,  ARGYLE ROAD between DORCHESTER ROAD and DITMAS AVENUE,  CONEY ISLAND AVENUE between CORTELYOU ROAD and DORCHESTER ROAD,  CONEY ISLAND AVENUE between CORTELYOU ROAD and DORCHESTER ROAD,  CORTELYOU ROAD between STRATFORD ROAD and CONEY ISLAND AVENUE,  CORTELYOU ROAD between STRATFORD ROAD and WESTMINSTER ROAD,  STRATFORD ROAD between CORTELYOU ROAD and SLOCUM PLACE,  STRATFORD ROAD between CORTELYOU ROAD and DORCHESTER ROAD,  WESTMINSTER ROAD between CORTELYOU ROAD and SLOCUM PLACE,  BAY RIDGE AVENUE between 4 AVENUE and 5 AVENUE,  BAY RIDGE AVENUE between 5 AVENUE and 6 AVENUE,  5 AVENUE between 68 STREET and OVINGTON AVENUE,  5 AVENUE between 68 STREET and BAY RIDGE AVENUE,  CONEY ISLAND AVENUE between DORCHESTER ROAD and DITMAS AVENUE,  CORTELYOU ROAD between WESTMINSTER ROAD and ARGYLE ROAD",Brooklyn,"10, 12, 14","66, 68, 70",Television,Episodic series,United States of America,"11209, 11218, 11220"
495623,Shooting Permit,07/03/2019 12:00:00 PM,07/04/2019 03:00:00 AM,07/02/2019 01:47:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   10 STREET between 5 AVENUE and UNIVERSITY PLACE,  3 AVENUE between COOPER SQUARE and EAST 7 STREET,  ASTOR PLACE between BROADWAY and LAFAYETTE STREET,  UNIVERSITY PLACE between EAST    9 STREET and EAST   11 STREET,  EAST   10 STREET between UNIVERSITY PLACE and BROADWAY,  BROADWAY between ASTOR PLACE and EAST    8 STREET,  EAST    4 STREET between BOWERY and 2 AVENUE,  EAST    7 STREET between COOPER SQUARE and TARAS SHEVCHENKO PLACE,  FORSYTH STREET between EAST HOUSTON STREET and STANTON STREET,  CHRYSTIE STREET between STANTON STREET and EAST HOUSTON STREET,  STANTON STREET between FORSYTH STREET and ELDRIDGE STREET",Manhattan,"2, 3","5, 6, 9",Film,Feature,United States of America,"10002, 10003"
495621,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 07:00:00 PM,07/02/2019 01:38:03 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST    3 STREET between 6 AVENUE and MACDOUGAL STREET,Manhattan,2,6,WEB,Not Applicable,United States of America,10012
495594,Shooting Permit,07/09/2019 06:00:00 AM,07/09/2019 09:00:00 PM,07/02/2019 12:39:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORTH    3 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between NORTH    3 STREET and METROPOLITAN AVENUE,  WYTHE AVENUE between NORTH    3 STREET and NORTH    4 STREET,  NORTH    3 STREET between WYTHE AVENUE and KENT AVENUE,  NORTH   12 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between NORTH   12 STREET and NORTH   10 STREET,  NORTH   11 STREET between KENT AVENUE and WYTHE AVENUE",Brooklyn,1,94,Commercial,Commercial,United States of America,11249
495577,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 09:00:00 PM,07/02/2019 12:10:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORTH    3 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between NORTH    3 STREET and METROPOLITAN AVENUE,  WYTHE AVENUE between NORTH    3 STREET and NORTH    4 STREET,  NORTH    3 STREET between WYTHE AVENUE and KENT AVENUE,  NORTH   12 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between NORTH   12 STREET and NORTH   10 STREET,  NORTH   11 STREET between KENT AVENUE and WYTHE AVENUE",Brooklyn,1,94,Commercial,Commercial,United States of America,11249
495575,Shooting Permit,07/06/2019 06:00:00 AM,07/06/2019 04:00:00 PM,07/02/2019 12:10:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORTH   12 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between NORTH    3 STREET and METROPOLITAN AVENUE,  NORTH    3 STREET between WYTHE AVENUE and BERRY STREET",Brooklyn,1,94,Commercial,Commercial,United States of America,11249
495571,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 10:00:00 PM,07/02/2019 11:56:09 AM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  140 STREET and WEST  143 STREET,  HAMILTON TERRACE between WEST  141 STREET and WEST  144 STREET,  WEST  144 STREET between HAMILTON TERRACE and CONVENT AVENUE,  HAMILTON TERRACE between WEST  141 STREET and WEST  144 STREET,  CONVENT AVENUE between WEST  142 STREET and WEST  144 STREET,  WEST  143 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,  CONVENT AVENUE between WEST  141 STREET and WEST  142 STREET",Manhattan,9,30,Television,Episodic series,United States of America,10031
495570,Shooting Permit,07/07/2019 06:00:00 AM,07/07/2019 10:00:00 AM,07/02/2019 11:53:43 AM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   29 STREET between 5 AVENUE and MADISON AVENUE,Manhattan,5,"13, 14",Commercial,Commercial,United Kingdom,10016
495568,Shooting Permit,07/03/2019 04:00:00 AM,07/03/2019 10:00:00 AM,07/02/2019 11:46:57 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
495561,Shooting Permit,07/03/2019 07:00:00 AM,07/03/2019 08:00:00 PM,07/02/2019 11:17:47 AM,"Mayor's Office of Film, Theatre & Broadcasting","BROAD STREET between WATER STREET and SOUTH STREET,  SOUTH STREET between BROAD STREET and OLD SLIP",Manhattan,1,1,Television,Cable-episodic,United States of America,10004
495559,Shooting Permit,07/05/2019 07:00:00 AM,07/05/2019 11:00:00 PM,07/02/2019 11:03:44 AM,"Mayor's Office of Film, Theatre & Broadcasting",83 STREET between DORAN AVENUE and COOPER AVENUE,Queens,5,104,Television,Not Applicable,United States of America,11385
495543,Shooting Permit,07/18/2019 06:30:00 AM,07/18/2019 11:59:00 PM,07/02/2019 10:08:07 AM,"Mayor's Office of Film, Theatre & Broadcasting",LAGUARDIA PLACE between WASHINGTON SQUARE SOUTH and WEST    3 STREET,Manhattan,2,6,Television,Cable-other,United States of America,10012
495535,Shooting Permit,07/08/2019 03:00:00 PM,07/08/2019 10:00:00 PM,07/02/2019 09:44:40 AM,"Mayor's Office of Film, Theatre & Broadcasting","45 ROAD between 21 STREET and 23 STREET,  21 STREET between 45 ROAD and 45 AVENUE,  21 STREET between 45 AVENUE and 44 DRIVE",Queens,2,108,Television,Episodic series,United States of America,11101
495533,Theater Load in and Load Outs,07/03/2019 06:00:00 AM,07/15/2019 11:59:00 PM,07/02/2019 09:29:59 AM,"Mayor's Office of Film, Theatre & Broadcasting",MONTAGUE STREET between CLINTON STREET and HENRY STREET,Brooklyn,2,84,Theater,Theater,United States of America,11201
495523,Shooting Permit,07/09/2019 06:00:00 AM,07/09/2019 10:00:00 PM,07/02/2019 08:51:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","MCDONALD AVENUE between SEELEY STREET and FORT HAMILTON PARKWAY,  ATLANTIC AVENUE between CLINTON STREET and BOERUM PLACE,  COURT STREET between ATLANTIC AVENUE and AMITY STREET,  PACIFIC STREET between CLINTON STREET and COURT STREET,  CLINTON STREET between ATLANTIC AVENUE and AMITY STREET,  PACIFIC STREET between HENRY STREET and CLINTON STREET,  HENRY STREET between ATLANTIC AVENUE and PACIFIC STREET,  COURT STREET between CONGRESS STREET and WYCKOFF STREET,  VERANDAH PLACE between CLINTON STREET and HENRY STREET,  HENRY STREET between VERANDAH PLACE and WARREN STREET,  CLINTON STREET between VERANDAH PLACE and WARREN STREET",Brooklyn,"2, 6, 7","72, 76, 84",Television,Episodic series,United States of America,"11201, 11218"
495502,Shooting Permit,07/09/2019 06:00:00 AM,07/09/2019 09:00:00 PM,07/01/2019 11:05:06 PM,"Mayor's Office of Film, Theatre & Broadcasting",LINDEN BOULEVARD between NEW YORK AVENUE and NOSTRAND AVENUE,Brooklyn,17,67,Film,Feature,United States of America,11226
495500,Shooting Permit,07/08/2019 06:00:00 AM,07/08/2019 08:00:00 PM,07/01/2019 10:59:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between MORGAN AVENUE and BOGART STREET,  INGRAHAM STREET between PORTER AVENUE and KNICKERBOCKER AVENUE",Brooklyn,1,90,Film,Feature,United States of America,"11206, 11237"
